transaction_id,transaction_date,unit_price,store_id,return_flag,quantity,product_id,payment_method,line_total,item_id,discount_pct,customer_id,channel,cashback_earned,amount
TXN002424,2024-05-11,511.78,STR009,0,1,PRD008,Mastercard,388.95,ITM0002788,0.24,CUST00292,In-Store,$9.40,340.01
TXN002425,2024-07-03,61.61,STR018,0,1,PRD002,Mastercard,61.61,ITM0002789,0,CUST00292,Mobile App,$17.83,510.89
TXN002426,2023-08-29,545.25,STR030,0,2,PRD005,Mastercard,1090.5,ITM0002790,0,CUST00292,In-Store,$5.64,241.6
TXN002427,2023-07-21,256.69,STR008,0,1,PRD015,Mastercard,256.69,ITM0002791,0,CUST00292,In-Store,$10.65,289.14
TXN002428,2024-12-17,530.37,STR006,0,2,PRD005,Mastercard,1060.74,ITM0002792,0,CUST00292,In-Store,$7.35,601.13
TXN002429,2023-12-08,25.63,STR029,0,1,PRD006,Mastercard,25.63,ITM0002793,0,CUST00292,Online,$6.58,166.11
TXN002430,2022-04-13,339.66,STR020,0,2,PRD007,Mastercard,611.39,ITM0002794,0.1,CUST00292,In-Store,$4.07,140.4
TXN002431,2023-06-02,415.71,STR001,0,1,PRD019,Mastercard,415.71,ITM0002795,0,CUST00292,Online,$14.58,498.44
TXN002432,2022-12-07,63.01,STR019,0,1,PRD002,Mastercard,54.19,ITM0002796,0.14,CUST00292,In-Store,$10.04,256.8
TXN002433,2024-12-10,225.98,STR020,0,1,PRD017,Mastercard,203.38,ITM0002797,0.1,CUST00292,Online,$7.47,394.17
TXN002434,2023-04-20,449.79,STR020,0,1,PRD008,Mastercard,449.79,ITM0002798,0,CUST00292,In-Store,$5.38,262.55
TXN002435,2024-07-11,344.69,STR020,0,1,PRD007,Mastercard,344.69,ITM0002799,0,CUST00292,Online,$10.33,348.64
TXN002436,2024-01-12,263.18,STR026,0,1,PRD010,Mastercard,263.18,ITM0002800,0,CUST00292,Online,$7.34,189.29
TXN002437,2023-06-25,174.49,STR030,0,1,PRD018,Mastercard,174.49,ITM0002801,0,CUST00292,In-Store,$8.32,480.89
TXN002438,2023-12-06,480.17,STR016,0,1,PRD019,Mastercard,480.17,ITM0002802,0,CUST00292,In-Store,$4.88,331.26
TXN002439,2023-04-01,187.16,STR017,0,1,PRD003,Visa,187.16,ITM0002805,0,CUST00293,In-Store,$0,215.35
TXN002440,2022-05-29,181.65,STR030,0,1,PRD016,Visa,181.65,ITM0002806,0,CUST00293,Online,$0,319.54
TXN002441,2024-11-29,59.52,STR012,0,1,PRD012,Visa,59.52,ITM0002807,0,CUST00293,In-Store,$0,200.9
TXN002442,2023-03-29,62.26,STR006,0,1,PRD012,Visa,62.26,ITM0002808,0,CUST00293,Online,$0,72.56
TXN002443,2022-02-28,28.95,STR011,0,1,PRD006,Visa,28.95,ITM0002809,0,CUST00293,Online,$0,369.3
TXN002445,2022-05-18,132.24,STR030,0,1,PRD013,Mastercard,132.24,ITM0002811,0,CUST00294,In-Store,$7.48,209.12
TXN002446,2022-12-02,33.53,STR008,0,3,PRD004,Mastercard,100.59,ITM0002812,0,CUST00294,Mobile App,$13.70,412.14
TXN002447,2024-04-12,414.63,STR029,0,1,PRD019,Mastercard,364.87,ITM0002813,0.12,CUST00294,Online,$3.44,163.33
TXN002448,2024-08-25,52.52,STR019,0,1,PRD002,Mastercard,52.52,ITM0002814,0,CUST00294,Online,$12.98,593.18
TXN002449,2022-11-17,180.99,STR004,0,2,PRD016,Mastercard,361.98,ITM0002816,0,CUST00294,Online,$12.51,485.44
TXN002450,2024-09-28,58.56,STR016,0,2,PRD009,Mastercard,117.12,ITM0002817,0,CUST00294,In-Store,$3.43,238.38
TXN002451,2024-09-02,453.5,STR014,0,1,PRD019,Mastercard,453.5,ITM0002818,0,CUST00294,In-Store,$7.79,323.69
TXN002452,2023-03-26,138.47,STR024,0,1,PRD018,Mastercard,138.47,ITM0002819,0,CUST00294,In-Store,$11.55,535.9
TXN002453,2022-02-25,255.63,STR016,0,1,PRD015,Mastercard,255.63,ITM0002820,0,CUST00294,In-Store,$8.84,440.98
TXN002454,2022-04-24,585.07,STR010,0,1,PRD005,Visa,585.07,ITM0002821,0,CUST00295,In-Store,$0,282.29
TXN002455,2022-04-05,150.06,STR005,0,1,PRD018,Visa,150.06,ITM0002822,0,CUST00295,Online,$0,191.38
TXN002456,2022-02-25,302.75,STR001,0,3,PRD010,Visa,908.25,ITM0002823,0,CUST00295,Mobile App,$0,282.35
TXN002457,2022-10-30,188.51,STR005,0,1,PRD016,Cash,167.77,ITM0002824,0.11,CUST00296,In-Store,$0,66.67
TXN002458,2023-08-17,142.49,STR001,0,1,PRD013,Cash,142.49,ITM0002825,0,CUST00296,In-Store,$0,64.01
TXN002459,2023-12-21,30.8,STR004,0,2,PRD006,Visa,61.6,ITM0002826,0,CUST00297,In-Store,$0,184.51
TXN002460,2023-02-21,27.1,STR027,0,1,PRD020,Visa,27.1,ITM0002828,0,CUST00297,Online,$0,244.02
TXN002461,2024-06-24,58.58,STR026,0,2,PRD002,Visa,117.16,ITM0002829,0,CUST00297,Online,$0,86.72
TXN002462,2024-07-31,139.15,STR017,0,1,PRD001,Visa,108.54,ITM0002830,0.22,CUST00297,Online,$0,276.47
TXN002463,2023-11-06,58.54,STR023,0,2,PRD009,Mastercard,117.08,ITM0002831,0,CUST00298,Online,$8.04,506.54
TXN002464,2024-03-13,176.19,STR005,0,1,PRD016,Mastercard,176.19,ITM0002832,0,CUST00298,In-Store,$12.07,422.26
TXN002465,2023-11-21,648.03,STR026,0,1,PRD005,Mastercard,648.03,ITM0002833,0,CUST00298,In-Store,$7.13,253.01
TXN002467,2023-01-11,154.54,STR030,0,1,PRD016,Mastercard,154.54,ITM0002835,0,CUST00298,In-Store,$22.38,616.05
TXN002468,2024-11-30,320.73,STR008,0,1,PRD007,Mastercard,320.73,ITM0002836,0,CUST00298,In-Store,$2.31,229.21
TXN002469,2024-05-22,583.47,STR027,0,1,PRD005,Mastercard,583.47,ITM0002838,0,CUST00298,Mobile App,$6.35,385.48
TXN002470,2024-04-15,180.49,STR017,0,1,PRD016,Mastercard,180.49,ITM0002839,0,CUST00298,In-Store,$15.24,456.92
TXN002471,2024-11-22,44.71,STR006,0,1,PRD011,Mastercard,33.98,ITM0002840,0.24,CUST00298,In-Store,$5.99,298.26
TXN002472,2023-12-20,156.26,STR030,0,1,PRD018,Mastercard,156.26,ITM0002841,0,CUST00298,In-Store,$11.18,333.26
TXN002473,2023-11-01,314.71,STR011,0,1,PRD007,Mastercard,314.71,ITM0002842,0,CUST00298,Mobile App,$16.08,534.64
TXN002474,2024-06-24,531.55,STR012,0,1,PRD008,Mastercard,403.98,ITM0002843,0.24,CUST00298,Mobile App,$6.79,441.95
TXN002475,2024-10-25,253.44,STR001,0,1,PRD015,Visa,217.96,ITM0002844,0.14,CUST00299,Online,$0,230.55
TXN002476,2023-10-29,159.37,STR005,0,1,PRD016,Visa,159.37,ITM0002845,0,CUST00299,In-Store,$0,223.22
TXN002477,2023-08-21,117.22,STR026,0,1,PRD001,Visa,117.22,ITM0002846,0,CUST00299,In-Store,$0,308.53
TXN002478,2024-12-14,160.78,STR010,0,1,PRD013,Visa,160.78,ITM0002847,0,CUST00299,Mobile App,$0,32.98
TXN002479,2023-08-10,46.81,STR002,0,1,PRD009,Visa,40.26,ITM0002848,0.14,CUST00299,Online,$0,57.12
TXN002481,2022-09-01,412.27,STR022,0,1,PRD019,Visa,412.27,ITM0002850,0,CUST00299,Online,$0,185.55
TXN002482,2024-01-22,35.06,STR014,0,1,PRD004,Visa,31.2,ITM0002851,0.11,CUST00299,In-Store,$0,261.13
TXN002483,2022-02-04,60.19,STR015,0,1,PRD009,Visa,60.19,ITM0002852,0,CUST00299,Online,$0,289.24
TXN002484,2022-03-28,610.14,STR027,0,1,PRD005,Visa,494.21,ITM0002853,0.19,CUST00299,In-Store,$0,40.54
TXN002485,2022-03-11,88.83,STR018,0,1,PRD014,Visa,88.83,ITM0002854,0,CUST00299,Online,$0,380.86
TXN002486,2022-01-24,289.2,STR029,0,1,PRD010,Gift Card,289.2,ITM0002855,0,CUST00300,Online,$0,52.49
TXN002487,2023-01-29,200.55,STR026,0,1,PRD003,Gift Card,168.46,ITM0002856,0.16,CUST00300,In-Store,$0,44.81
TXN002489,2022-03-25,520.62,STR008,0,1,PRD008,Cash,520.62,ITM0002859,0,CUST00301,Online,$0,138.84
TXN002490,2023-03-22,27.18,STR016,0,1,PRD020,Cash,27.18,ITM0002860,0,CUST00301,In-Store,$0,66.48
TXN002491,2024-01-14,204.93,STR017,0,1,PRD017,Cash,204.93,ITM0002861,0,CUST00301,Mobile App,$0,55.53
TXN002492,2024-12-09,44.79,STR003,0,1,PRD011,Mastercard,37.18,ITM0002862,0.17,CUST00302,Online,$6.64,183.78
TXN002493,2023-01-12,487.26,STR028,0,1,PRD008,Mastercard,487.26,ITM0002863,0,CUST00302,Online,$13.61,434.61
TXN002494,2024-04-02,57.79,STR002,0,2,PRD009,Mastercard,115.58,ITM0002864,0,CUST00302,Online,$8,449.43
TXN002495,2023-03-10,225.6,STR018,0,1,PRD017,Mastercard,225.6,ITM0002867,0,CUST00302,In-Store,$22.38,618.35
TXN002496,2024-05-04,157.14,STR011,0,2,PRD018,Mastercard,314.28,ITM0002868,0,CUST00302,In-Store,$3.85,141.09
TXN002497,2024-12-22,286.59,STR007,0,1,PRD010,Mastercard,235,ITM0002869,0.18,CUST00303,In-Store,$23.78,616.58
TXN002498,2024-10-23,135.01,STR014,0,1,PRD001,Mastercard,121.51,ITM0002870,0.1,CUST00303,Mobile App,$7.60,581.4
TXN002499,2024-12-24,148.06,STR020,0,1,PRD018,Mastercard,148.06,ITM0002873,0,CUST00303,In-Store,$2.83,219.38
TXN002500,2023-12-10,31.74,STR014,0,1,PRD006,Mastercard,31.74,ITM0002874,0,CUST00303,In-Store,$4.62,199.28
TXN002501,2023-12-04,28.95,STR005,0,1,PRD006,Mastercard,22,ITM0002875,0.24,CUST00303,In-Store,$7.01,297.24
TXN002503,2022-11-13,276.66,STR012,0,3,PRD010,Debit,829.98,ITM0002877,0,CUST00304,In-Store,$0,129.75
TXN002504,2023-06-02,64.43,STR015,0,1,PRD002,Debit,64.43,ITM0002878,0,CUST00304,In-Store,$0,159.97
TXN002505,2022-08-14,602.35,STR011,0,1,PRD005,Debit,572.23,ITM0002879,0.05,CUST00304,Online,$0,36.04
TXN002506,2023-03-11,163.75,STR009,0,1,PRD018,Debit,142.46,ITM0002880,0.13,CUST00304,In-Store,$0,23.65
TXN002507,2022-03-26,66.66,STR030,0,2,PRD012,Debit,133.32,ITM0002882,0,CUST00304,Online,$0,77.29
TXN002508,2023-03-04,134.18,STR028,0,1,PRD013,Debit,134.18,ITM0002883,0,CUST00304,In-Store,$0,93.25
TXN002509,2023-01-14,133.83,STR009,0,1,PRD001,Debit,133.83,ITM0002885,0,CUST00304,In-Store,$0,58.56
TXN002510,2023-05-28,47.73,STR005,0,1,PRD011,Debit,47.73,ITM0002886,0,CUST00304,Online,$0,188.87
TXN002511,2023-08-09,379.43,STR003,0,1,PRD007,Mastercard,379.43,ITM0002887,0,CUST00305,Online,$9,265.16
TXN002512,2022-08-23,271.93,STR027,0,1,PRD010,Mastercard,271.93,ITM0002888,0,CUST00305,In-Store,$16.95,608.54
TXN002513,2024-09-20,425.91,STR020,0,1,PRD008,Mastercard,425.91,ITM0002889,0,CUST00305,In-Store,$1.93,122.37
TXN002514,2023-05-20,201.54,STR024,0,1,PRD017,Mastercard,177.36,ITM0002890,0.12,CUST00305,In-Store,$20.97,607.85
TXN002515,2023-12-08,150.63,STR004,0,1,PRD018,Mastercard,150.63,ITM0002891,0,CUST00305,In-Store,$14.55,442.54
TXN002516,2022-12-17,131.47,STR007,0,1,PRD013,Mastercard,131.47,ITM0002892,0,CUST00305,In-Store,$9.16,463.21
TXN002517,2023-12-01,171.49,STR005,0,1,PRD018,Mastercard,171.49,ITM0002893,0,CUST00305,Online,$5.53,379.76
TXN002518,2023-11-27,480.25,STR012,0,1,PRD008,Mastercard,432.23,ITM0002894,0.1,CUST00305,In-Store,$15.45,566.48
TXN002519,2023-12-22,139.87,STR021,0,1,PRD001,Mastercard,139.87,ITM0002895,0,CUST00305,In-Store,$2.95,120.84
TXN002520,2022-01-14,38.94,STR017,0,1,PRD011,Mastercard,38.94,ITM0002896,0,CUST00305,Online,$10.76,590.6
TXN002521,2024-12-12,22.93,STR015,0,1,PRD020,Mastercard,22.93,ITM0002897,0,CUST00305,In-Store,$10.11,465.25
TXN002522,2023-02-25,31.66,STR006,0,1,PRD006,Mastercard,31.66,ITM0002898,0,CUST00305,Online,$11.97,462.28
TXN002523,2022-08-04,42.12,STR014,0,1,PRD011,Mastercard,42.12,ITM0002900,0,CUST00305,In-Store,$3.31,191.42
TXN002524,2023-12-17,272.04,STR014,0,1,PRD015,Mastercard,253,ITM0002901,0.07,CUST00305,Mobile App,$7.76,307.77
TXN002525,2024-11-07,32.07,STR028,0,1,PRD006,Mastercard,32.07,ITM0002902,0,CUST00305,In-Store,$15.41,394.19
TXN002526,2024-07-26,35.93,STR005,0,1,PRD004,Mastercard,34.13,ITM0002903,0.05,CUST00305,Mobile App,$11.17,395.98
TXN002527,2023-12-12,465.5,STR016,0,1,PRD019,Mastercard,465.5,ITM0002904,0,CUST00306,In-Store,$13.65,428.7
TXN002528,2024-04-05,157.69,STR027,0,2,PRD016,Mastercard,315.38,ITM0002905,0,CUST00306,Online,$7.42,198.99
TXN002529,2024-12-17,27.66,STR021,0,2,PRD006,Mastercard,52,ITM0002906,0.06,CUST00306,In-Store,$6.43,587.51
TXN002530,2022-06-04,60.69,STR023,0,1,PRD002,Mastercard,60.69,ITM0002907,0,CUST00306,Online,$14.47,590.18
TXN002531,2022-01-31,52.52,STR030,0,3,PRD009,Mastercard,157.56,ITM0002908,0,CUST00306,In-Store,$3.74,224.47
TXN002532,2023-11-26,67.22,STR004,0,1,PRD012,Mastercard,67.22,ITM0002909,0,CUST00306,In-Store,$12.17,352.38
TXN002533,2022-12-24,164.69,STR004,0,1,PRD016,Mastercard,164.69,ITM0002910,0,CUST00306,Mobile App,$1.95,75.58
TXN002534,2024-01-19,30.8,STR012,0,2,PRD006,Mastercard,61.6,ITM0002911,0,CUST00306,In-Store,$3.09,83.9
TXN002535,2024-09-18,31.42,STR004,0,3,PRD006,Debit,94.26,ITM0002912,0,CUST00307,In-Store,$0,142.88
TXN002536,2022-06-27,167.15,STR019,0,3,PRD003,Debit,501.45,ITM0002913,0,CUST00307,Online,$0,217.16
TXN002537,2024-02-13,143.99,STR001,0,1,PRD013,Debit,143.99,ITM0002914,0,CUST00307,In-Store,$0,197.1
TXN002538,2023-04-28,251.72,STR012,0,1,PRD017,Debit,251.72,ITM0002916,0,CUST00307,In-Store,$0,183.2
TXN002539,2022-10-17,196.5,STR021,0,1,PRD003,Debit,196.5,ITM0002918,0,CUST00307,In-Store,$0,111.44
TXN002540,2024-10-09,38.69,STR020,0,1,PRD011,Debit,38.69,ITM0002919,0,CUST00307,In-Store,$0,144.77
TXN002541,2022-08-03,429.53,STR023,1,2,PRD019,Mastercard,859.06,ITM0002922,0,CUST00308,In-Store,$8.56,375.66
TXN002543,2024-12-20,43.51,STR028,0,1,PRD011,Mastercard,37.85,ITM0002924,0.13,CUST00308,In-Store,$2.39,87.21
TXN002545,2024-09-05,256.36,STR014,0,1,PRD010,Mastercard,256.36,ITM0002926,0,CUST00308,In-Store,$3.23,152.2
TXN002546,2024-11-25,139.31,STR018,0,1,PRD013,Mastercard,139.31,ITM0002927,0,CUST00308,Mobile App,$7.54,505.31
TXN002547,2022-12-20,59.76,STR002,1,1,PRD009,Mastercard,59.76,ITM0002928,0,CUST00308,In-Store,$8,641.24
TXN002548,2023-07-29,234.22,STR007,0,1,PRD015,Mastercard,234.22,ITM0002929,0,CUST00308,Online,$15.18,392.92
TXN002549,2022-02-23,32.3,STR026,0,1,PRD006,Mastercard,32.3,ITM0002930,0,CUST00308,Online,$5.44,248.19
TXN002550,2022-03-23,297.97,STR021,0,3,PRD007,Mastercard,715.13,ITM0002931,0.2,CUST00308,Mobile App,$10.82,425.82
TXN002552,2022-12-18,626.51,STR006,0,2,PRD005,Cash,1253.02,ITM0002935,0,CUST00309,In-Store,$0,18.84
TXN002553,2023-11-08,233.29,STR005,0,1,PRD017,Cash,233.29,ITM0002936,0,CUST00309,Online,$0,141.5
TXN002554,2022-10-04,26.4,STR022,1,1,PRD006,Gift Card,26.4,ITM0002937,0,CUST00310,Online,$0,65.99
TXN002555,2023-12-05,498.3,STR028,0,1,PRD008,Mastercard,498.3,ITM0002938,0,CUST00311,Mobile App,$13.72,375.91
TXN002556,2022-12-22,59.98,STR026,0,1,PRD009,Mastercard,59.98,ITM0002940,0,CUST00311,In-Store,$8.69,367.57
TXN002557,2024-12-01,85.78,STR009,0,1,PRD014,Mastercard,85.78,ITM0002942,0,CUST00311,Online,$10.93,489.23
TXN002558,2023-12-13,65.68,STR021,0,1,PRD002,Mastercard,65.68,ITM0002943,0,CUST00311,In-Store,$22.25,636.62
TXN002559,2023-11-20,136.78,STR012,0,1,PRD001,Mastercard,117.63,ITM0002944,0.14,CUST00311,In-Store,$9.23,369.19
TXN002560,2024-08-09,543.48,STR002,0,1,PRD008,Mastercard,543.48,ITM0002945,0,CUST00311,Online,$14.03,416.41
TXN002561,2022-07-14,483.32,STR008,1,1,PRD008,Mastercard,483.32,ITM0002946,0,CUST00311,Online,$2.73,87.46
TXN002562,2022-01-05,50.37,STR004,0,3,PRD009,Mastercard,151.11,ITM0002948,0,CUST00311,Online,$3.79,167.78
TXN002563,2024-05-11,116.73,STR003,0,1,PRD001,Mastercard,116.73,ITM0002949,0,CUST00311,In-Store,$4.04,110.47
TXN002564,2023-02-14,63.87,STR011,0,1,PRD002,Mastercard,63.87,ITM0002950,0,CUST00311,In-Store,$13.83,600.34
TXN002565,2024-02-24,28.85,STR019,1,1,PRD006,Debit,26.83,ITM0002951,0.07,CUST00312,In-Store,$0,27.82
TXN002567,2023-04-19,221.83,STR004,0,1,PRD017,Debit,221.83,ITM0002953,0,CUST00312,In-Store,$0,42.49
TXN002568,2022-12-20,46.84,STR015,0,2,PRD011,Mastercard,93.68,ITM0002954,0,CUST00313,In-Store,$1.74,92.29
TXN002569,2023-04-22,225.07,STR011,0,1,PRD015,Mastercard,225.07,ITM0002955,0,CUST00313,Online,$5.60,192.53
TXN002570,2022-11-20,158.69,STR027,0,2,PRD018,Mastercard,317.38,ITM0002956,0,CUST00313,Online,$1.44,43.46
TXN002571,2022-08-27,175.16,STR014,0,1,PRD003,Mastercard,175.16,ITM0002957,0,CUST00313,Mobile App,$2.86,135.95
TXN002572,2023-04-29,643.71,STR006,0,2,PRD005,Mastercard,1287.42,ITM0002958,0,CUST00313,In-Store,$7.12,185.57
TXN002573,2022-06-03,46.85,STR017,0,1,PRD011,Mastercard,46.85,ITM0002959,0,CUST00313,Online,$21.18,531.83
TXN002574,2022-02-25,50.66,STR014,0,1,PRD009,Mastercard,50.66,ITM0002960,0,CUST00313,In-Store,$3.59,239.19
TXN002576,2023-09-09,63.37,STR012,0,1,PRD002,Debit,54.5,ITM0002962,0.14,CUST00314,In-Store,$0,151.29
TXN002577,2023-01-28,276.87,STR023,0,1,PRD010,Debit,276.87,ITM0002964,0,CUST00314,In-Store,$0,50.52
TXN002578,2024-10-07,601.1,STR022,0,1,PRD005,Debit,601.1,ITM0002965,0,CUST00315,Online,$0,178.11
TXN002579,2022-09-07,42.83,STR015,0,1,PRD011,Debit,42.83,ITM0002966,0,CUST00315,Mobile App,$0,89.24
TXN002580,2024-12-09,34.25,STR023,0,1,PRD004,Debit,32.54,ITM0002967,0.05,CUST00315,In-Store,$0,154.77
TXN002581,2023-05-26,42.63,STR004,1,1,PRD011,Debit,42.63,ITM0002968,0,CUST00315,In-Store,$0,38.18
TXN002582,2022-07-11,178,STR006,0,1,PRD003,Debit,178,ITM0002969,0,CUST00315,Online,$0,30.67
TXN002583,2023-08-23,196.89,STR017,0,1,PRD003,Debit,183.11,ITM0002972,0.07,CUST00315,In-Store,$0,179.9
TXN002584,2023-03-03,445.06,STR003,0,2,PRD008,Gift Card,890.12,ITM0002973,0,CUST00316,Mobile App,$0,55.17
TXN002585,2023-03-31,430.37,STR024,0,2,PRD019,Gift Card,860.74,ITM0002974,0,CUST00316,In-Store,$0,25.95
TXN002586,2022-12-16,234.09,STR011,1,1,PRD017,Mastercard,234.09,ITM0002975,0,CUST00317,In-Store,$8.46,285.4
TXN002587,2022-12-27,26.65,STR007,0,1,PRD020,Mastercard,26.65,ITM0002976,0,CUST00317,In-Store,$15.83,536.78
TXN002588,2022-04-03,141.44,STR030,0,3,PRD001,Mastercard,424.32,ITM0002977,0,CUST00317,In-Store,$3.75,286.02
TXN002589,2024-11-28,161.17,STR018,0,1,PRD013,Mastercard,125.71,ITM0002978,0.22,CUST00317,In-Store,$12.18,315.68
TXN002590,2022-03-31,25.38,STR008,0,2,PRD020,Mastercard,50.76,ITM0002979,0,CUST00317,Mobile App,$1.24,58.06
TXN002591,2023-03-09,274.81,STR019,0,2,PRD015,Mastercard,549.62,ITM0002980,0,CUST00317,In-Store,$1.73,58.7
TXN002592,2022-11-21,172.74,STR013,0,1,PRD016,Mastercard,172.74,ITM0002981,0,CUST00317,Online,$4.32,119.23
TXN002593,2022-06-02,71.28,STR014,0,1,PRD012,Mastercard,54.17,ITM0002983,0.24,CUST00317,Mobile App,$2.82,85.82
TXN002594,2022-06-26,167.57,STR027,0,2,PRD003,Mastercard,318.38,ITM0002984,0.05,CUST00317,In-Store,$16.11,443.08
TXN002595,2023-04-30,32.93,STR013,0,1,PRD006,Mastercard,25.69,ITM0002985,0.22,CUST00317,Mobile App,$8.12,217.9
TXN002596,2022-11-23,133.58,STR029,0,1,PRD013,Mastercard,133.58,ITM0002986,0,CUST00317,Mobile App,$13.97,432.97
TXN002597,2022-03-23,175.35,STR013,0,2,PRD018,Mastercard,350.7,ITM0002987,0,CUST00317,In-Store,$13.54,351.84
TXN002598,2024-12-11,295.65,STR008,0,1,PRD010,Mastercard,245.39,ITM0002988,0.17,CUST00317,In-Store,$9,414.16
TXN002599,2023-12-08,40.85,STR011,0,1,PRD011,Mastercard,40.85,ITM0002990,0,CUST00317,In-Store,$3.87,299.06
TXN002600,2023-03-20,125.41,STR026,0,2,PRD001,Mastercard,250.82,ITM0002991,0,CUST00317,In-Store,$6.84,204.91
TXN002601,2024-12-03,44.82,STR030,0,1,PRD011,Mastercard,39.44,ITM0002992,0.12,CUST00317,Online,$9.66,330.24
TXN002602,2024-05-20,41.18,STR026,0,1,PRD011,Visa,41.18,ITM0002993,0,CUST00318,In-Store,$0,303.56
TXN002603,2022-01-25,51.33,STR018,0,1,PRD009,Visa,51.33,ITM0002994,0,CUST00318,Online,$0,379.93
TXN002604,2024-09-17,58.1,STR019,0,2,PRD002,Visa,116.2,ITM0002995,0,CUST00318,Online,$0,225.82
TXN002605,2024-07-16,473.47,STR002,0,1,PRD008,Visa,473.47,ITM0002996,0,CUST00318,In-Store,$0,305.38
TXN002606,2024-12-15,28.34,STR001,0,1,PRD006,Visa,26.36,ITM0002997,0.07,CUST00318,In-Store,$0,110.28
TXN002607,2023-10-23,526.36,STR009,0,1,PRD008,Visa,526.36,ITM0002998,0,CUST00318,Online,$0,262.75
TXN002608,2024-10-17,299.73,STR009,0,1,PRD007,Visa,299.73,ITM0002999,0,CUST00318,Online,$0,115.17
TXN002609,2024-08-18,267.27,STR025,0,1,PRD015,Debit,267.27,ITM0003000,0,CUST00319,Online,$0,73.42
TXN002610,2024-05-23,205.31,STR012,1,1,PRD003,Debit,176.57,ITM0003001,0.14,CUST00319,In-Store,$0,132.96
TXN002611,2023-05-10,194.91,STR026,0,3,PRD003,Debit,584.73,ITM0003002,0,CUST00319,Online,$0,32.98
TXN002612,2023-10-17,355.09,STR001,0,1,PRD007,Debit,355.09,ITM0003003,0,CUST00319,Online,$0,26.46
TXN002613,2022-02-07,118.74,STR024,0,1,PRD001,Debit,118.74,ITM0003004,0,CUST00319,In-Store,$0,34.41
TXN002614,2024-03-25,324.83,STR023,0,1,PRD007,Debit,324.83,ITM0003005,0,CUST00319,In-Store,$0,145.9
TXN002615,2024-01-05,183.8,STR001,0,2,PRD003,Debit,345.54,ITM0003006,0.06,CUST00319,In-Store,$0,54.75
TXN002616,2022-03-08,374.42,STR019,0,1,PRD007,Mastercard,374.42,ITM0003007,0,CUST00320,In-Store,$6.03,334.69
TXN002618,2022-12-19,48.21,STR021,0,1,PRD011,Mastercard,48.21,ITM0003009,0,CUST00320,In-Store,$10.75,299.87
TXN002619,2022-03-14,534.57,STR030,0,1,PRD005,Mastercard,534.57,ITM0003010,0,CUST00320,Mobile App,$16.16,479.85
TXN002620,2022-12-30,223.7,STR029,0,1,PRD017,Mastercard,223.7,ITM0003011,0,CUST00320,Mobile App,$13.87,352.81
TXN002621,2022-04-21,383.38,STR003,0,1,PRD007,Mastercard,383.38,ITM0003012,0,CUST00320,Online,$15.84,527.43
TXN002622,2022-08-30,236.8,STR020,0,1,PRD017,Mastercard,236.8,ITM0003013,0,CUST00320,In-Store,$13.19,395.37
TXN002623,2022-12-01,141.99,STR016,0,1,PRD013,Mastercard,141.99,ITM0003014,0,CUST00320,In-Store,$8.37,240.89
TXN002624,2023-03-15,213.56,STR025,0,1,PRD015,Mastercard,213.56,ITM0003015,0,CUST00320,Mobile App,$3.81,249.86
TXN002625,2024-08-01,260.08,STR009,0,2,PRD015,Mastercard,520.16,ITM0003016,0,CUST00320,In-Store,$9.51,624.36
TXN002626,2022-12-10,216.85,STR008,0,2,PRD015,Mastercard,329.61,ITM0003017,0.24,CUST00321,Online,$6.73,436.84
TXN002627,2022-04-14,140.16,STR005,0,1,PRD018,Mastercard,140.16,ITM0003018,0,CUST00321,In-Store,$2.53,228.81
TXN002628,2022-09-02,395.44,STR012,0,1,PRD019,Mastercard,395.44,ITM0003019,0,CUST00321,Online,$5.68,199.15
TXN002629,2022-12-11,86.74,STR005,0,1,PRD014,Mastercard,74.6,ITM0003020,0.14,CUST00321,Online,$12.89,647.79
TXN002630,2022-01-03,29.27,STR012,0,2,PRD006,Mastercard,52.69,ITM0003021,0.1,CUST00321,Online,$10.32,390.55
TXN002631,2023-05-22,32.54,STR020,0,2,PRD004,Mastercard,65.08,ITM0003022,0,CUST00321,In-Store,$21.12,630.33
TXN002632,2024-12-12,31.84,STR008,0,1,PRD004,Mastercard,31.84,ITM0003023,0,CUST00321,In-Store,$7.18,316.84
TXN002633,2022-11-25,306.23,STR004,0,1,PRD007,Mastercard,306.23,ITM0003024,0,CUST00321,In-Store,$2.27,186.01
TXN002634,2022-12-20,154.3,STR012,0,1,PRD018,Mastercard,154.3,ITM0003025,0,CUST00321,Mobile App,$3.69,240.19
TXN002635,2022-09-24,95.99,STR017,0,1,PRD014,Mastercard,95.99,ITM0003026,0,CUST00321,Online,$12.28,391.83
TXN002636,2022-11-28,159.51,STR028,0,2,PRD016,Mastercard,319.02,ITM0003027,0,CUST00321,In-Store,$3.69,150.63
TXN002637,2022-09-13,435.62,STR023,0,1,PRD019,Mastercard,435.62,ITM0003028,0,CUST00321,Mobile App,$9.03,236.27
TXN002638,2022-12-05,196.16,STR017,0,1,PRD003,Mastercard,151.04,ITM0003029,0.23,CUST00321,Mobile App,$7.72,332.82
TXN002639,2024-11-30,48.2,STR004,1,1,PRD011,Mastercard,48.2,ITM0003030,0,CUST00321,In-Store,$3.08,115.58
TXN002640,2022-05-24,152.26,STR001,0,1,PRD013,Mastercard,152.26,ITM0003031,0,CUST00321,Online,$1.19,72.99
