transaction_id,customer_id,store_id,transaction_date,payment_method,amount,channel,return_flag,cashback_earned
TXN003001,CUST00362,STR013,2024-12-24,Mastercard,137.13,In-Store,0,3.52
TXN004374,CUST00546,STR009,2022-08-22,Visa,383.19,In-Store,0,0.0
TXN001020,CUST00121,STR022,2024-02-07,Cash,142.85,In-Store,0,0.0
TXN003680,CUST00450,STR017,2022-05-05,Mastercard,636.00,In-Store,0,12.28
TXN000772,CUST00087,STR014,2022-09-22,Mastercard,568.43,Online,0,20.67
TXN005896,CUST00740,STR016,2022-08-04,Debit,145.66,In-Store,0,0.0
TXN006408,CUST00807,STR014,2024-03-28,Cash,79.58,In-Store,0,0.0
TXN006608,CUST00833,STR020,2024-11-01,Debit,116.82,Online,0,0.0
TXN005487,CUST00684,STR013,2022-12-09,Mastercard,219.45,In-Store,1,4.92
TXN002498,CUST00303,STR014,2024-10-23,Mastercard,581.40,Mobile App,0,7.6
TXN005200,CUST00651,STR001,2022-12-11,Mastercard,184.34,In-Store,0,3.86
TXN005657,CUST00708,STR027,2022-03-16,Debit,52.05,Mobile App,0,0.0
TXN004352,CUST00542,STR016,2022-08-06,Visa,334.78,Online,1,0.0
TXN004743,CUST00594,STR008,2024-10-26,Visa,186.54,In-Store,0,0.0
TXN001581,CUST00193,STR002,2023-06-12,Visa,296.01,In-Store,0,0.0
TXN006951,CUST00880,STR026,2023-01-30,Visa,354.76,In-Store,0,0.0
TXN002123,CUST00261,STR017,2023-12-11,Mastercard,494.34,In-Store,1,13.31
TXN007475,CUST00951,STR015,2023-03-06,Mastercard,276.63,Mobile App,0,7.95
TXN004669,CUST00582,STR005,2023-02-11,Mastercard,537.99,Mobile App,0,11.92
TXN007046,CUST00895,STR019,2023-06-21,Mastercard,496.49,Online,0,11.5
TXN003192,CUST00383,STR020,2022-06-17,Visa,226.78,Mobile App,0,0.0
TXN006310,CUST00795,STR020,2023-06-21,Cash,82.57,Online,0,0.0
TXN004314,CUST00535,STR003,2024-02-15,Debit,186.66,Online,0,0.0
TXN006047,CUST00757,STR020,2022-12-14,Visa,250.10,In-Store,0,0.0
TXN003731,CUST00456,STR017,2024-12-11,Mastercard,553.02,Online,1,9.58
TXN006759,CUST00855,STR026,01-31-2023,Cash,134.22,Mobile App,0,0.0
TXN006035,CUST00756,STR025,2024-09-04,Cash,136.37,Mobile App,0,0.0
TXN000571,CUST00065,STR009,2024-12-19,Mastercard,596.85,Online,0,19.13
TXN004614,CUST00576,STR029,2022-11-14,Debit,,Online,0,0.0
TXN007028,CUST00894,STR019,2023-03-08,Mastercard,511.98,In-Store,0,9.9
TXN001661,CUST00202,STR026,2024-10-06,Mastercard,128.23,In-Store,1,2.61
TXN007141,CUST00907,STR008,2023-02-23,Visa,275.71,In-Store,0,0.0
TXN001156,CUST00138,STR014,2022-06-07,Cash,55.49,In-Store,0,0.0
TXN002569,CUST00313,STR011,2023-04-22,Mastercard,192.53,Online,0,5.6
TXN002407,CUST00290,STR002,2024-03-14,Mastercard,325.98,In-Store,0,9.06
TXN003029,CUST00365,STR001,2023-02-23,Visa,289.00,In-Store,1,0.0
TXN006194,CUST00776,STR009,2023-08-05,Visa,182.02,In-Store,0,0.0
TXN004450,CUST00556,STR011,2022-08-22,Visa,135.61,In-Store,0,0.0
TXN005562,CUST00692,STR012,2023-03-28,Mastercard,125.34,In-Store,0,4.19
TXN001271,CUST00151,STR005,2022-06-15,Mastercard,483.77,In-Store,0,11.14
TXN006721,CUST00850,STR016,2024-11-20,Visa,138.43,Online,0,0.0
TXN006143,CUST00772,STR028,2024-12-25,Mastercard,293.94,In-Store,0,5.69
TXN001441,CUST00175,STR008,2024-03-18,Mastercard,494.80,In-Store,0,6.97
TXN005535,CUST00690,STR021,2022-02-26,Mastercard,376.40,Online,0,10.69
TXN006805,CUST00861,STR030,2022-11-24,Mastercard,615.91,In-Store,1,18.39
TXN002282,CUST00278,STR011,2023-12-03,Mastercard,492.19,In-Store,0,16.16
TXN002678,CUST00326,STR003,2023-11-10,Visa,301.93,Mobile App,0,0.0
TXN001541,CUST00186,STR017,2022-11-28,Mastercard,407.91,In-Store,0,14.34
TXN004363,CUST00545,STR013,2022-01-14,Debit,63.71,In-Store,0,0.0
TXN007483,CUST00953,STR018,2022-09-11,Mastercard,225.02,In-Store,1,5.6
TXN006802,CUST00860,STR017,2022-03-25,Mastercard,251.45,Mobile App,0,3.02
TXN003057,CUST00368,STR008,2024-12-09,Mastercard,302.62,Online,0,6.32
TXN000643,CUST00075,STR009,2024-12-23,Cash,118.28,Online,0,0.0
TXN002096,CUST00259,STR023,2023-09-03,Mastercard,551.24,In-Store,0,8.15
TXN005448,CUST00677,STR008,07-20-2022,Debit,83.62,In-Store,0,0.0
TXN002768,CUST00336,STR024,2022-12-12,Mastercard,576.68,In-Store,0,14.4
TXN006949,CUST00880,STR025,2023-12-11,Visa,352.97,In-Store,0,0.0
TXN004544,CUST00569,STR021,2022-08-26,Mastercard,86.03,In-Store,0,3.16
TXN005919,CUST00743,STR024,2024-03-22,Mastercard,574.79,Mobile App,0,15.46
TXN005987,CUST00751,STR005,2022-09-06,Debit,125.39,Online,0,0.0
TXN003130,CUST00374,STR008,2022-04-09,Mastercard,389.03,Online,0,12.92
TXN003465,CUST00423,STR002,2023-09-09,Mastercard,129.66,Mobile App,0,2.84
TXN004399,CUST00548,STR012,2022-12-21,Mastercard,107.88,In-Store,0,4.18
TXN001212,CUST00144,STR030,2022-11-27,Mastercard,293.09,Online,1,11.12
TXN007743,CUST00986,STR021,2022-12-11,Mastercard,356.44,Online,0,8.24
TXN006165,CUST00773,STR018,2023-02-20,Mastercard,390.10,In-Store,0,8.91
TXN003343,CUST00404,STR026,2023-06-09,Mastercard,215.03,Online,0,4.65
TXN002238,CUST00274,STR020,2024-08-13,Mastercard,103.91 CAD,In-Store,0,1.84
TXN003384,CUST00412,STR006,2022-06-10,Debit,168.24,In-Store,0,0.0
TXN001803,CUST00222,STR007,2022-05-29,Mastercard,210.03,Mobile App,0,6.77
TXN000913,CUST00108,STR004,06-14-2022,Mastercard,525.73,Online,0,6.57
TXN004538,CUST00569,STR019,2022-12-08,Mastercard,151.23,Online,0,4.95
TXN004119,CUST00510,STR021,2022-12-16,Mastercard,630.72,Online,0,10.95
TXN005702,CUST00715,STR004,2023-11-23,Visa,283.24,In-Store,0,0.0
TXN001785,CUST00218,STR030,2022-12-10,Mastercard,534.52,Online,0,16.92
TXN003819,CUST00468,STR011,2022-02-15,Mastercard,265.22,In-Store,0,4.14
TXN007290,CUST00928,STR021,2024-11-27,Mastercard,508.11,In-Store,0,16.1
TXN004312,CUST00535,STR019,2024-10-19,Debit,184.58,Online,0,0.0
TXN006507,CUST00820,STR030,2023-12-31,Mastercard,459.96,In-Store,0,15.3
TXN003078,CUST00369,STR012,2022-12-18,Mastercard,414.58,Online,0,6.19
TXN001267,CUST00150,STR005,2023-02-23,Visa,123.65,In-Store,0,0.0
TXN007600,CUST00966,STR003,2023-07-10,Debit,61.13,In-Store,0,0.0
TXN004646,CUST00579,STR015,2024-11-01,Mastercard,448.62,Online,0,14.32
TXN007130,CUST00906,STR010,2022-12-27,Mastercard,,In-Store,0,2.21
TXN000925,CUST00111,STR008,2024-08-05,Mastercard,49.12,In-Store,0,1.47
TXN001886,CUST00231,STR027,2023-08-18,Visa,119.12,In-Store,0,0.0
TXN000577,CUST00066,STR019,2023-11-30,Debit,24.79,In-Store,0,0.0
TXN005663,CUST00709,STR004,2024-09-06,Mastercard,226.53,In-Store,0,2.65
TXN003076,CUST00369,STR009,2023-02-19,Mastercard,88.96,Online,0,1.39
TXN000245,CUST00026,STR029,2023-08-09,Visa,358.99,Mobile App,0,0.0
TXN006490,CUST00818,STR029,01-29-2024,Visa,356.19,Online,0,0.0
TXN005853,CUST00734,STR016,2022-10-11,Mastercard,178.23,In-Store,0,6.21
TXN004235,CUST00526,STR026,2023-07-01,Visa,203.08,In-Store,0,0.0
TXN004069,CUST00503,STR023,2022-12-09,Debit,111.20,In-Store,0,0.0
TXN007446,CUST00949,STR012,2023-12-10,Mastercard,44.21 CAD,In-Store,0,0.88
TXN001747,CUST00213,STR016,2024-08-27,Debit,130.70,In-Store,0,0.0
TXN002024,CUST00251,STR025,05-04-2024,Mastercard,605.19,Online,0,10.11
TXN000115,CUST00011,STR004,2022-06-13,Debit,248.47,In-Store,0,0.0
TXN005837,CUST00732,STR017,2023-03-17,Debit,134.69,In-Store,0,0.0
TXN007342,CUST00934,STR016,2022-11-19,Debit,70.22,In-Store,0,0.0
TXN001699,CUST00206,STR029,2024-10-14,Debit,183.10,Online,0,0.0
TXN004724,CUST00591,STR016,2022-08-25,Mastercard,112.35,In-Store,0,4.49
TXN001368,CUST00167,STR025,2023-12-12,Mastercard,294.38,Online,0,11.34
TXN006049,CUST00758,STR027,2023-10-17,Visa,367.47,In-Store,0,0.0
TXN001636,CUST00199,STR012,2024-12-02,Mastercard,305.20,Online,0,7.79
TXN006619,CUST00835,STR017,2023-03-01,Mastercard,151.68,In-Store,0,5.39
TXN001178,CUST00140,STR001,2024-12-10,Mastercard,358.98,Online,0,12.92
TXN002574,CUST00313,STR014,2022-02-25,Mastercard,239.19,In-Store,0,3.59
TXN007715,CUST00982,STR015,2022-04-28,Visa,341.76,In-Store,0,0.0
TXN001081,CUST00127,STR013,2023-07-28,Debit,120.01,In-Store,0,0.0
TXN000753,CUST00084,STR003,2024-02-01,Mastercard,534.44,In-Store,0,15.03
TXN002069,CUST00255,STR024,2023-11-28,Mastercard,529.15,In-Store,0,10.85
TXN000443,CUST00045,STR005,2023-12-03,Mastercard,408.29,In-Store,0,15.85
TXN004790,CUST00600,STR016,2022-06-11,Debit,147.30,In-Store,0,0.0
TXN004131,CUST00511,STR006,2022-08-05,Visa,263.35,In-Store,0,0.0
TXN005863,CUST00734,STR021,2024-09-22,Mastercard,589.17,In-Store,1,16.89
TXN006832,CUST00865,STR030,2023-12-21,Mastercard,,Mobile App,1,24.24
TXN003982,CUST00492,STR014,2023-05-31,Debit,155.54,Mobile App,0,0.0
TXN000602,CUST00068,STR014,2022-08-30,Mastercard,417.48,In-Store,0,11.85
TXN001729,CUST00210,STR027,2023-12-12,Mastercard,,In-Store,0,6.33
TXN002591,CUST00317,STR019,2023-03-09,Mastercard,58.70,In-Store,0,1.73
TXN002304,CUST00279,STR025,2022-03-31,Visa,205.96,Mobile App,0,0.0
TXN002813,CUST00342,STR006,06-05-2023,Mastercard,370.58,In-Store,0,5.48
TXN003674,CUST00449,STR028,2022-01-24,Visa,128.03,Mobile App,0,0.0
TXN003106,CUST00373,STR005,2022-05-03,Mastercard,497.26,In-Store,0,16.02
TXN002717,CUST00330,STR014,2022-06-11,Mastercard,433.52,Online,0,9.66
TXN005956,CUST00747,STR005,2022-06-01,Mastercard,85.16,Mobile App,0,0.91
TXN006369,CUST00803,STR021,2022-02-04,Mastercard,47.66,In-Store,0,1.04
TXN003571,CUST00437,STR016,2022-03-02,Debit,65.03,In-Store,0,0.0
TXN006182,CUST00775,STR005,2022-12-27,Debit,188.91,In-Store,0,0.0
TXN004613,CUST00576,STR006,2022-03-24,Debit,85.22,In-Store,0,0.0
TXN003834,CUST00470,STR025,2024-03-19,Mastercard,468.41,Online,0,12.37
TXN007685,CUST00978,STR027,2022-11-24,Mastercard,611.69,In-Store,0,14.65
TXN004447,CUST00556,STR005,2023-04-05,Visa,76.15,Online,0,0.0
TXN005091,CUST00637,STR025,2023-02-07,Visa,365.42,In-Store,0,0.0
TXN006788,CUST00858,STR023,2023-06-01,Mastercard,307.71,Mobile App,1,3.35
TXN007913,CUST00465,STR019,2023-04-25,Visa,385.04,Online,0,0.0
TXN005814,CUST00728,STR008,2023-11-26,Mastercard,631.35,In-Store,0,10.86
TXN006866,CUST00868,STR010,2023-10-17,Mastercard,621.37,In-Store,0,10.04
TXN006560,CUST00827,STR029,2022-11-23,Visa,,In-Store,0,0.0
TXN005479,CUST00683,STR029,2022-02-11,Mastercard,389.80,In-Store,0,15.48
TXN006221,CUST00781,STR011,2024-07-23,Visa,45.13,In-Store,0,0.0
TXN003595,CUST00440,STR009,2022-04-18,Mastercard,172.87 CAD,In-Store,0,1.8
TXN001571,CUST00192,STR012,2022-01-14,Mastercard,472.29,Online,0,14.65
TXN002496,CUST00302,STR011,2024-05-04,Mastercard,141.09,In-Store,0,3.85
TXN007642,CUST00972,STR016,2024-08-10,Mastercard,516.74,In-Store,0,13.11
TXN001175,CUST00140,STR013,2022-07-12,Mastercard,389.73,Mobile App,0,8.86
TXN001079,CUST00127,STR005,2022-07-28,Debit,183.79,Mobile App,0,0.0
TXN005046,CUST00630,STR006,2022-10-29,Debit,50.07,In-Store,0,0.0
TXN005940,CUST00745,STR027,2022-04-06,Visa,374.37,Online,0,0.0
TXN006100,CUST00765,STR021,2023-03-22,Debit,16.16,Online,0,0.0
TXN001836,CUST00225,STR010,2022-10-14,Visa,244.79,In-Store,0,0.0
TXN003866,CUST00474,STR004,2023-01-31,Visa,55.65,In-Store,0,0.0
TXN007777,CUST00992,STR027,05-16-2022,Mastercard,274.69,In-Store,0,5.53
TXN007960,CUST00544,STR014,2024-01-29,Visa,335.42,In-Store,0,0.0
TXN002286,CUST00278,STR019,2024-03-22,Mastercard,644.70,In-Store,0,25.7
TXN005050,CUST00630,STR025,2023-07-03,Debit,31.78,Mobile App,0,0.0
TXN006022,CUST00754,STR021,08-22-2022,Mastercard,147.72,In-Store,0,5.51
TXN004271,CUST00530,STR016,2022-03-30,Mastercard,,In-Store,0,18.92
TXN000629,CUST00073,STR004,2024-08-22,Visa,271.47,In-Store,0,0.0
TXN006956,CUST00881,STR025,2024-05-08,Mastercard,604.42,In-Store,0,19.03
TXN006643,CUST00839,STR003,2024-04-03,Debit,24.98,Mobile App,0,0.0
TXN007643,CUST00972,STR020,2023-06-05,Mastercard,346.61,In-Store,0,3.88
TXN006020,CUST00754,STR027,2023-01-29,Mastercard,,Mobile App,0,16.08
TXN006432,CUST00810,STR023,2022-07-27,Cash,23.69,In-Store,0,0.0
TXN004709,CUST00589,STR010,2022-04-11,Mastercard,362.29 CAD,In-Store,0,8.48
TXN000758,CUST00085,STR008,2023-04-27,Cash,111.87,Online,0,0.0
TXN007393,CUST00939,STR012,2023-07-14,Visa,148.11,Mobile App,0,0.0
TXN001124,CUST00134,STR030,2022-11-09,Mastercard,246.03,In-Store,0,8.29
TXN003480,CUST00423,STR006,2022-12-07,Mastercard,141.11,Mobile App,0,2.24
TXN006312,CUST00796,STR010,2024-06-17,Debit,144.08,Mobile App,1,0.0
TXN002591,CUST00317,STR019,2023-03-09,Mastercard,58.70,In-Store,0,1.73
TXN004803,CUST00601,STR026,2023-12-09,Mastercard,239.87,Mobile App,1,8.58
TXN002582,CUST00315,STR006,2022-07-11,Debit,30.67,Online,0,0.0
TXN005631,CUST00703,STR028,2024-02-20,Debit,215.51,Mobile App,0,0.0
TXN006767,CUST00856,STR016,2023-05-28,Mastercard,553.16,In-Store,0,16.32
TXN005090,CUST00637,STR014,2023-01-01,Visa,36.71,Online,0,0.0
TXN002797,CUST00341,STR029,2022-08-05,Mastercard,278.77,In-Store,0,8.69
TXN001241,CUST00148,STR025,2022-03-16,Mastercard,552.80,Online,0,20.28
TXN002424,CUST00292,STR009,2024-05-11,Mastercard,340.01,In-Store,0,9.4
TXN005744,CUST00720,STR001,2023-01-06,Cash,43.42,In-Store,1,0.0
TXN004317,CUST00536,STR020,2024-05-09,Visa,326.85,In-Store,0,0.0
TXN000764,CUST00086,STR019,2022-11-17,Debit,159.15 CAD,In-Store,0,0.0
TXN004547,CUST00569,STR001,2022-12-07,Mastercard,580.97,In-Store,0,22.83
TXN006932,CUST00876,STR021,2023-04-20,Mastercard,467.33,In-Store,0,11.22
TXN002858,CUST00345,STR017,2023-05-05,Mastercard,122.27,In-Store,0,4.56
TXN003139,CUST00375,STR023,2023-11-11,Debit,165.55,In-Store,0,0.0
TXN003833,CUST00470,STR030,2023-01-20,Mastercard,153.40,Mobile App,0,1.98
TXN003519,CUST00431,STR023,2023-08-04,Mastercard,166.88,Mobile App,0,6.12
TXN006632,CUST00837,STR010,2022-11-23,Mastercard,468.69,Online,0,10.95
TXN001825,CUST00224,STR020,2022-05-11,Mastercard,482.73,In-Store,0,10.88
TXN000787,CUST00091,STR022,2022-11-10,Visa,383.48,Online,0,0.0
TXN005022,CUST00627,STR015,2022-12-19,Mastercard,535.47,In-Store,0,21.34
TXN006824,CUST00862,STR019,08-25-2022,Debit,134.16,In-Store,0,0.0
TXN007618,CUST00970,STR027,2024-09-12,Visa,190.04,Online,0,0.0
TXN002943,CUST00356,STR003,2024-02-04,Mastercard,620.27,Online,0,19.75
TXN004682,CUST00586,STR015,2023-05-07,Cash,32.51,Mobile App,0,0.0
TXN006085,CUST00763,STR018,2022-01-25,Visa,271.48,Mobile App,0,0.0
TXN004958,CUST00619,STR022,2022-10-24,Mastercard,521.31,Online,0,13.43
TXN001783,CUST00218,STR006,2024-12-20,Mastercard,92.09,Mobile App,0,2.54
TXN005974,CUST00748,STR020,2022-08-21,Mastercard,255.59,In-Store,0,2.83
TXN007699,CUST00979,STR001,2023-03-26,Cash,120.36,In-Store,0,0.0
TXN003181,CUST00382,STR006,07-10-2024,Mastercard,568.23,Online,0,9.23
TXN007303,CUST00929,STR024,2023-01-06,Debit,72.60,In-Store,0,0.0
TXN003200,CUST00384,STR026,2022-04-19,Debit,176.44,In-Store,0,0.0
TXN005336,CUST00665,STR002,2023-02-17,Mastercard,461.07,In-Store,0,8.79
TXN002834,CUST00344,STR002,2024-02-17,Mastercard,224.96,Online,0,4.87
TXN004260,CUST00529,STR010,2022-07-29,Mastercard,426.43,In-Store,0,9.89
TXN002673,CUST00325,STR023,03-18-2022,Debit,20.29,In-Store,0,0.0
TXN004402,CUST00548,STR028,2024-03-18,Mastercard,87.51,In-Store,0,1.51
TXN007320,CUST00931,STR011,2023-04-11,Mastercard,468.52,Online,0,12.81
TXN006543,CUST00824,STR017,2023-12-10,Mastercard,431.83,In-Store,0,10.31
TXN006725,CUST00851,STR026,2022-12-14,Mastercard,239.49,In-Store,0,4.25
TXN007723,CUST00982,STR019,2023-05-09,Visa,258.53,In-Store,1,0.0
TXN002348,CUST00286,STR026,2022-03-09,Visa,85.37,Mobile App,0,0.0
TXN003927,CUST00483,STR029,2024-01-18,Mastercard,124.45,In-Store,0,2.51
TXN002094,CUST00258,STR012,2022-12-28,Visa,208.87,In-Store,0,0.0
TXN003799,CUST00467,STR016,2022-11-29,Mastercard,168.33,In-Store,0,5.7
TXN007234,CUST00922,STR029,2023-12-20,Mastercard,217.43,Mobile App,0,7.2
TXN001356,CUST00164,STR029,2022-01-14,Visa,251.70,In-Store,0,0.0
TXN003334,CUST00404,STR025,2023-11-23,Mastercard,119.69,Mobile App,0,2.87
TXN005170,CUST00648,STR028,2023-04-20,Visa,,In-Store,0,0.0
TXN002620,CUST00320,STR029,2022-12-30,Mastercard,352.81,Mobile App,0,13.87
TXN006771,CUST00856,STR007,2023-12-09,Mastercard,616.98,Mobile App,0,14.13
TXN004166,CUST00516,STR011,2022-08-09,Visa,113.84,Online,0,0.0
TXN001432,CUST00175,STR009,2024-11-20,Mastercard,381.09,Online,0,10.8
TXN005808,CUST00727,STR002,2022-10-07,Visa,316.38,Online,0,0.0
TXN001952,CUST00239,STR018,2023-12-22,Mastercard,235.15,In-Store,0,5.5
TXN007564,CUST00961,STR005,2022-05-10,Mastercard,275.23,Online,0,8.02
TXN007738,CUST00986,STR024,08-05-2022,Mastercard,212.40,In-Store,0,4.4
TXN003238,CUST00389,STR016,2024-05-15,Mastercard,434.38,Online,0,15.23
TXN003222,CUST00387,STR012,2022-02-23,Visa,133.31,In-Store,0,0.0
TXN003160,CUST00378,STR008,2023-02-28,Debit,174.43,In-Store,0,0.0
TXN002751,CUST00335,STR012,10-25-2023,Cash,81.56,In-Store,0,0.0
TXN007753,CUST00988,STR006,2023-07-28,Mastercard,81.00,Online,0,2.79
TXN006993,CUST00889,STR017,2024-01-22,Debit,112.19,Online,0,0.0
TXN001712,CUST00208,STR012,2024-08-16,Mastercard,85.57,In-Store,0,1.57
TXN004334,CUST00539,STR007,2022-05-11,Visa,195.02,Mobile App,0,0.0
TXN003467,CUST00423,STR005,2022-09-05,Mastercard,476.62,Online,0,9.03
TXN001800,CUST00221,STR003,2024-12-27,Mastercard,205.15,Mobile App,0,4.48
TXN000565,CUST00065,STR009,2024-12-14,Mastercard,137.62,In-Store,0,3.05
TXN003316,CUST00402,STR021,2024-02-18,Visa,298.15,Online,0,0.0
TXN005640,CUST00704,STR014,2022-09-26,Mastercard,249.70,In-Store,0,3.43
TXN006687,CUST00845,STR016,2023-11-26,Mastercard,540.86,In-Store,0,6.82
TXN001540,CUST00186,STR017,2022-02-11,Mastercard,493.83,Online,0,17.14
TXN001798,CUST00221,STR002,2024-12-14,Mastercard,313.97,In-Store,0,8.41
TXN007512,CUST00957,STR009,2022-12-12,Mastercard,,Mobile App,0,3.99
TXN004710,CUST00589,STR028,2022-02-01,Mastercard,214.47,In-Store,0,5.14
TXN006622,CUST00835,STR024,2022-11-20,Mastercard,325.29,In-Store,0,7.09
TXN002599,CUST00317,STR011,2023-12-08,Mastercard,299.06,In-Store,0,3.87
TXN005271,CUST00660,STR009,2022-10-18,Visa,120.41,In-Store,0,0.0
TXN002819,CUST00343,STR002,2022-01-07,Mastercard,425.49,Mobile App,0,9.02
TXN003259,CUST00393,STR021,2024-06-04,Visa,330.11,Online,0,0.0
TXN005101,CUST00638,STR022,2024-02-02,Debit,52.18,In-Store,1,0.0
TXN004743,CUST00594,STR008,2024-10-26,Visa,186.54,In-Store,0,0.0
TXN000345,CUST00035,STR023,2024-12-17,Mastercard,,In-Store,0,13.4
TXN002900,CUST00350,STR008,2022-08-28,Mastercard,646.28,In-Store,0,11.8
TXN007336,CUST00932,STR021,2022-02-03,Mastercard,422.41,Mobile App,0,8.44
TXN004072,CUST00504,STR026,2022-03-30,Debit,99.61,In-Store,1,0.0
TXN007538,CUST00958,STR013,2024-12-01,Mastercard,238.61,Online,0,9.46
TXN007237,CUST00922,STR018,2023-12-05,Mastercard,114.52,Online,0,3.8
TXN004520,CUST00564,STR027,2022-10-04,Visa,329.42,In-Store,0,0.0
TXN005789,CUST00725,STR016,2024-10-26,Visa,63.29,Online,0,0.0
TXN000879,CUST00105,STR001,2024-07-20,Debit,185.53,In-Store,0,0.0
TXN004906,CUST00612,STR005,12-15-2022,Mastercard,603.41,Online,0,10.49
TXN006839,CUST00865,STR008,2024-01-08,Mastercard,600.51,In-Store,0,10.51
TXN006612,CUST00834,STR008,2024-10-07,Mastercard,87.78,In-Store,0,3.26
TXN002223,CUST00271,STR011,2022-06-15,Mastercard,390.70,In-Store,0,4.68
TXN004461,CUST00558,STR022,2023-03-17,Mastercard,213.35,Online,0,6.05
TXN000655,CUST00076,STR012,2023-05-07,Mastercard,451.02,Online,0,5.13
TXN002089,CUST00258,STR004,2023-05-15,Visa,171.42,Online,0,0.0
TXN005806,CUST00727,STR016,2022-07-03,Visa,158.99,In-Store,0,0.0
TXN007408,CUST00941,STR012,2024-07-22,Visa,365.43,Mobile App,0,0.0
TXN000441,CUST00045,STR012,2023-05-12,Mastercard,139.64,Online,0,4.65
TXN006348,CUST00801,STR014,2022-11-15,Visa,131.27,Online,0,0.0
TXN000666,CUST00077,STR009,2023-02-06,Mastercard,141.41,Online,0,5.09
TXN006104,CUST00766,STR002,2023-11-07,Visa,370.25,Online,0,0.0
TXN002384,CUST00289,STR007,2022-09-21,Mastercard,,Mobile App,1,10.95
TXN000788,CUST00091,STR007,2022-10-11,Visa,144.80,Online,0,0.0
TXN003424,CUST00417,STR013,2024-11-01,Cash,68.51,Online,0,0.0
TXN004056,CUST00501,STR009,2024-08-30,Mastercard,184.43,Mobile App,0,5.38
TXN001919,CUST00235,STR002,2023-12-14,Mastercard,93.03,Mobile App,0,2.04
TXN005099,CUST00638,STR001,2022-12-26,Debit,215.75,In-Store,0,0.0
TXN006945,CUST00878,STR010,2022-06-21,Cash,,In-Store,0,0.0
TXN002982,CUST00361,STR024,2024-05-28,Mastercard,300.25,In-Store,0,9.84
TXN007097,CUST00902,STR027,2022-02-24,Mastercard,615.19,In-Store,0,9.5
TXN003045,CUST00366,STR006,2024-12-18,Mastercard,622.54,In-Store,0,22.8
TXN003879,CUST00477,STR025,2022-12-12,Mastercard,,In-Store,0,9.69
TXN000642,CUST00075,STR013,2022-07-20,Cash,101.51,In-Store,0,0.0
TXN007570,CUST00961,STR008,2022-05-02,Mastercard,418.28,Online,0,13.35
TXN003332,CUST00404,STR019,11-30-2024,Mastercard,381.69,In-Store,0,6.85
TXN007086,CUST00901,STR002,2023-06-24,Visa,353.34,Online,0,0.0
TXN001117,CUST00134,STR013,2022-12-23,Mastercard,322.29,Mobile App,0,4.67
TXN003576,CUST00438,STR018,2022-02-22,Cash,,In-Store,0,0.0
TXN002315,CUST00280,STR024,2022-08-10,Debit,54.44,In-Store,0,0.0
TXN005011,CUST00626,STR017,2022-02-04,Mastercard,282.76,In-Store,0,8.76
TXN003258,CUST00393,STR022,2024-11-27,Visa,99.47,Mobile App,0,0.0
TXN006757,CUST00855,STR016,2022-11-21,Cash,19.31,Online,1,0.0
TXN003694,CUST00451,STR004,2023-11-08,Mastercard,638.76,Online,0,10.42
TXN002527,CUST00306,STR016,2023-12-12,Mastercard,428.70,In-Store,0,13.65
TXN004844,CUST00606,STR006,2024-05-28,Visa,377.07,In-Store,0,0.0
TXN002990,CUST00361,STR008,2022-10-07,Mastercard,533.98,In-Store,0,18.72
TXN004685,CUST00587,STR016,2024-12-17,Mastercard,624.72,In-Store,0,16.52
TXN007838,CUST01000,STR017,2024-11-18,Debit,40.33,In-Store,0,0.0
TXN002975,CUST00360,STR021,2022-06-25,Mastercard,112.08,Online,0,1.48
TXN007754,CUST00988,STR019,2024-05-14,Mastercard,133.39,In-Store,0,3.66
TXN000781,CUST00089,STR028,2024-07-17,Debit,110.55,Online,0,0.0
TXN007793,CUST00993,STR030,2022-08-17,Mastercard,411.94,In-Store,0,13.98
TXN001603,CUST00195,STR005,2024-08-19,Mastercard,148.24,Online,0,4.2
TXN004777,CUST00598,STR024,2022-02-10,Mastercard,234.04,Online,0,3.69
TXN004558,CUST00570,STR025,2023-11-22,Mastercard,120.30,Online,0,2.42
TXN006865,CUST00868,STR020,2022-12-13,Mastercard,215.88,In-Store,0,5.2
TXN007442,CUST00947,STR010,2024-04-21,Visa,51.19,Mobile App,0,0.0
TXN007400,CUST00940,STR020,2023-11-25,Mastercard,544.43,In-Store,1,9.65
TXN007742,CUST00986,STR016,2024-12-23,Mastercard,154.02,In-Store,1,2.07
TXN000638,CUST00074,STR013,2023-05-15,Cash,53.26 CAD,In-Store,0,0.0
TXN002199,CUST00270,STR027,2022-01-19,Mastercard,312.53,Online,1,6.5
TXN000625,CUST00072,STR008,2022-12-31,Mastercard,450.51,In-Store,0,13.47
TXN005903,CUST00741,STR020,2024-11-22,Visa,162.22,In-Store,0,0.0
TXN003409,CUST00415,STR008,11-10-2024,Visa,202.37 CAD,In-Store,0,0.0
TXN001739,CUST00212,STR018,2022-10-18,Mastercard,468.08,In-Store,0,9.1
TXN005002,CUST00625,STR002,2022-10-13,Debit,225.58,Mobile App,0,0.0
TXN003191,CUST00383,STR010,2022-01-31,Visa,339.06,In-Store,0,0.0
TXN007602,CUST00967,STR003,2024-04-03,Debit,178.35,In-Store,0,0.0
TXN005725,CUST00717,STR003,2024-12-10,Mastercard,559.46,In-Store,0,13.32
TXN006412,CUST00808,STR008,06-01-2024,Mastercard,380.56,Online,0,4.55
