transaction_id,customer_id,store_id,transaction_date,amount,channel,return_flag,cashback_earned,item_id
TXN002026,CUST00251,STR026,2023-12-08,295.78,Online,0,3.69,ITM0002341
TXN002027,CUST00251,STR028,2024-10-04,511.44,In-Store,0,16.65,ITM0002342
TXN002028,CUST00251,STR025,2022-12-25,383.19,Online,0,13.92,ITM0002343
TXN002029,CUST00251,STR009,2023-03-05,282.42,Online,0,10.75,ITM0002344
TXN002029,CUST00251,STR009,2023-03-05,282.42,Online,0,10.75,ITM0002344
TXN002030,CUST00251,STR002,2022-12-23,247.05,In-Store,0,4.41,ITM0002345
TXN002030,CUST00251,STR002,2022-12-23,247.05,In-Store,0,4.41,ITM0002345
TXN002031,CUST00251,STR005,2022-07-03,475.84,In-Store,0,15.32,ITM0002346
TXN002032,CUST00252,STR023,2022-11-24,67.02,In-Store,0,0,ITM0002347
TXN002033,CUST00252,STR020,2022-07-26,173.79,Mobile App,0,0,ITM0002348
TXN002034,CUST00252,STR020,2022-09-11,93.42,In-Store,0,0,ITM0002349
TXN002035,CUST00252,STR024,2022-05-14,184.91,In-Store,0,0,ITM0002350
TXN002036,CUST00252,STR001,2023-06-08,98.23,In-Store,0,0,ITM0002351
TXN002037,CUST00253,STR017,2024-04-14,53.59 CAD,Online,0,0,ITM0002352
TXN002038,CUST00253,STR017,2023-01-22,193.31,In-Store,0,0,ITM0002353
TXN002039,CUST00253,STR029,2023-12-17,398.73 CAD,Online,0,0,ITM0002354
TXN002040,CUST00253,STR004,2024-11-05,40.4,Online,0,0,ITM0002355
TXN002041,CUST00253,STR029,2024-09-12,56.89,Online,0,0,ITM0002356
TXN002042,CUST00253,STR027,2023-05-18,100.87,Online,0,0,ITM0002357
TXN002043,CUST00253,STR012,2022-05-06,214.23 CAD,In-Store,0,0,ITM0002358
TXN002044,CUST00254,STR006,12-17-2024,73.08,Online,0,2.74,ITM0002359
TXN002045,CUST00254,STR006,2024-12-24,69.45,Online,0,1.9,ITM0002360
TXN002046,CUST00254,STR030,2024-04-30,635.63,In-Store,0,21.29,ITM0002361
TXN002046,CUST00254,STR030,2024-04-30,635.63,In-Store,0,21.29,ITM0002361
TXN002047,CUST00254,STR015,2023-12-11,506.8,In-Store,0,9.61,ITM0002362
TXN002048,CUST00254,STR026,2024-11-27,414.16,Mobile App,0,8.59,ITM0002363
TXN002049,CUST00254,STR007,11-28-2022,272.91,Online,0,4.65,ITM0002364
TXN002050,CUST00254,STR005,2022-04-11,486.27,In-Store,0,14.39,ITM0002365
TXN002051,CUST00254,STR021,2024-11-24,229.91,In-Store,0,7.72,ITM0002366
TXN002052,CUST00254,STR005,2023-12-06,50.59,Online,0,1.09,ITM0002367
TXN002053,CUST00254,STR004,2023-07-31,235.09,Online,0,8.1,ITM0002368
TXN002053,CUST00254,STR004,2023-07-31,235.09,Online,0,8.1,ITM0002369
TXN002054,CUST00254,STR030,2024-09-04,105.49,Mobile App,0,1.96,ITM0002370
TXN002055,CUST00254,STR005,2023-05-17,195.54,In-Store,0,7.18,ITM0002371
TXN002056,CUST00254,STR019,2022-12-08,72.74,In-Store,0,1.1,ITM0002372
TXN002057,CUST00254,STR024,2022-12-10,136.19,Online,1,3.43,ITM0002373
TXN002058,CUST00254,STR006,2023-02-27,508.73,In-Store,0,9.12,ITM0002374
TXN002058,CUST00254,STR006,2023-02-27,508.73,In-Store,0,9.12,ITM0002374
TXN002059,CUST00255,STR023,06-23-2022,583.11,Online,1,20.35,ITM0002375
TXN002060,CUST00255,STR024,2024-01-04,274.3,In-Store,0,8.91,ITM0002376
TXN002061,CUST00255,STR022,2023-07-20,538.06,Mobile App,1,12.36,ITM0002377
TXN002062,CUST00255,STR003,2024-11-20,58.41,Mobile App,0,2.11,ITM0002378
TXN002063,CUST00255,STR011,2024-12-13,368.39,In-Store,0,12.39,ITM0002379
TXN002064,CUST00255,STR020,2024-10-25,504.88,Online,0,6.94,ITM0002380
TXN002064,CUST00255,STR020,2024-10-25,504.88,Online,0,6.94,ITM0002380
TXN002065,CUST00255,STR024,2023-09-09,612.72,Mobile App,0,10.33,ITM0002381
TXN002066,CUST00255,STR024,2024-12-11,591.26,In-Store,0,6.41,ITM0002382
TXN002067,CUST00255,STR029,2023-09-27,321.47,Online,0,7.99,ITM0002383
TXN002068,CUST00255,STR022,2023-07-07,298.25,In-Store,0,4.96,ITM0002384
TXN002069,CUST00255,STR024,2023-11-28,529.15,In-Store,0,10.85,ITM0002385
TXN002070,CUST00255,STR010,2023-10-25,,Online,0,10.58,ITM0002386
TXN002071,CUST00255,STR025,2023-02-17,503.77,In-Store,0,12.63,ITM0002387
TXN002072,CUST00255,STR014,2022-07-04,454.83,Mobile App,0,17.31,ITM0002388
TXN002073,CUST00255,STR004,2022-05-24,493.06,Online,0,11.08,ITM0002389
TXN002074,CUST00255,STR019,2023-12-16,381.4,Mobile App,1,10.29,ITM0002390
TXN002075,CUST00255,STR009,2024-05-11,,In-Store,0,5.03,ITM0002391
TXN002076,CUST00256,STR014,2023-10-05,26.72,In-Store,0,0,ITM0002392
TXN002076,CUST00256,STR014,2023-10-05,26.72,In-Store,0,0,ITM0002392
TXN002077,CUST00256,STR011,2023-03-25,38.99,In-Store,0,0,ITM0002393
TXN002077,CUST00256,STR011,2023-03-25,38.99,In-Store,0,0,ITM0002394
TXN002077,CUST00256,STR011,2023-03-25,38.99,In-Store,0,0,ITM0002395
TXN002078,CUST00256,STR012,2022-09-27,,Mobile App,0,0,ITM0002396
TXN002079,CUST00257,STR003,03-19-2024,252.62,Online,0,0,ITM0002397
TXN002080,CUST00257,STR014,2022-10-25,265.46,Mobile App,0,0,ITM0002398
TXN002080,CUST00257,STR014,2022-10-25,265.46,Mobile App,0,0,ITM0002399
TXN002081,CUST00257,STR025,2023-10-01,234.27,Online,0,0,ITM0002400
TXN002082,CUST00257,STR017,2024-09-22,232.54,In-Store,0,0,ITM0002401
TXN002083,CUST00257,STR014,2024-11-05,260.3,Online,0,0,ITM0002402
TXN002084,CUST00257,STR002,2024-05-20,373.64,In-Store,0,0,ITM0002403
TXN002084,CUST00257,STR002,2024-05-20,373.64,In-Store,0,0,ITM0002404
TXN002085,CUST00257,STR007,2022-04-15,122.45,In-Store,0,0,ITM0002405
TXN002086,CUST00257,STR012,01-11-2023,92.66,Online,0,0,ITM0002406
TXN002087,CUST00258,STR001,2022-09-14,74.93,Mobile App,0,0,ITM0002407
TXN002088,CUST00258,STR030,2022-10-16,177.01,Online,0,0,ITM0002408
TXN002089,CUST00258,STR004,2023-05-15,171.42,Online,0,0,ITM0002409
TXN002090,CUST00258,STR008,2023-05-30,348.35,In-Store,0,0,ITM0002410
TXN002091,CUST00258,STR012,2022-01-18,,Online,0,0,ITM0002411
TXN002092,CUST00258,STR026,2023-02-02,26.66,In-Store,0,0,ITM0002412
TXN002093,CUST00258,STR014,2023-02-28,95.71,In-Store,0,0,ITM0002413
TXN002094,CUST00258,STR012,2022-12-28,208.87,In-Store,0,0,ITM0002414
TXN002095,CUST00258,STR017,2022-06-20,312.38,In-Store,0,0,ITM0002415
TXN002096,CUST00259,STR023,2023-09-03,551.24,In-Store,0,8.15,ITM0002416
TXN002097,CUST00259,STR006,2022-12-09,507.86,Online,0,15.66,ITM0002417
TXN002098,CUST00259,STR008,2023-11-28,456.94,Online,0,5.68,ITM0002418
TXN002099,CUST00259,STR008,2024-11-20,132.26,Online,0,4.05,ITM0002419
TXN002100,CUST00259,STR024,2024-05-29,450.29,Online,0,17.81,ITM0002420
TXN002101,CUST00259,STR007,2022-10-12,382.93,Mobile App,1,13.88,ITM0002421
TXN002102,CUST00259,STR015,2022-12-22,504.89,In-Store,0,17.31,ITM0002422
TXN002102,CUST00259,STR015,2022-12-22,504.89,In-Store,0,17.31,ITM0002423
TXN002103,CUST00259,STR013,2023-03-05,298.58,In-Store,0,11.39,ITM0002424
TXN002104,CUST00259,STR021,2023-09-15,349.34,In-Store,0,12.39,ITM0002425
TXN002105,CUST00259,STR007,2024-11-21,46.2,Mobile App,0,0.53,ITM0002426
TXN002105,CUST00259,STR007,2024-11-21,46.2,Mobile App,0,0.53,ITM0002427
TXN002106,CUST00259,STR001,2022-12-21,406.74,Online,0,6.74,ITM0002428
TXN002107,CUST00259,STR007,2023-02-10,105.67,In-Store,0,2.14,ITM0002429
TXN002107,CUST00259,STR007,2023-02-10,105.67,In-Store,0,2.14,ITM0002430
TXN002108,CUST00259,STR015,2024-07-06,241.31,Online,0,4.89,ITM0002431
TXN002109,CUST00259,STR002,2023-12-22,317.41,In-Store,0,9.85,ITM0002432
TXN002109,CUST00259,STR002,2023-12-22,317.41,In-Store,0,9.85,ITM0002433
TXN002110,CUST00259,STR028,2024-03-26,213.26,Online,0,5.99,ITM0002434
TXN002111,CUST00259,STR020,2024-10-22,527.59,Mobile App,0,13.23,ITM0002435
TXN002112,CUST00259,STR003,2022-12-13,593.23,In-Store,0,14.24,ITM0002436
TXN002112,CUST00259,STR003,2022-12-13,593.23,In-Store,0,14.24,ITM0002436
TXN002113,CUST00260,STR003,2024-04-27,125.59,In-Store,0,0,ITM0002437
TXN002113,CUST00260,STR003,2024-04-27,125.59,In-Store,0,0,ITM0002438
TXN002114,CUST00260,STR015,2024-04-16,346.42,In-Store,0,0,ITM0002439
TXN002114,CUST00260,STR015,2024-04-16,346.42,In-Store,0,0,ITM0002440
TXN002114,CUST00260,STR015,2024-04-16,346.42,In-Store,0,0,ITM0002441
TXN002115,CUST00260,STR006,2024-11-06,363.33,Mobile App,0,0,ITM0002442
TXN002116,CUST00260,STR019,2024-03-03,65.7,Online,0,0,ITM0002443
TXN002117,CUST00260,STR005,2022-02-18,358.51,Online,0,0,ITM0002444
TXN002118,CUST00260,STR010,2023-06-24,242.65,In-Store,0,0,ITM0002445
TXN002119,CUST00260,STR011,2023-06-09,302.63,In-Store,0,0,ITM0002446
TXN002120,CUST00260,STR003,2024-04-18,348.79,Online,0,0,ITM0002447
TXN002120,CUST00260,STR003,2024-04-18,348.79,Online,0,0,ITM0002448
TXN002121,CUST00260,STR011,2024-06-13,153.72,In-Store,0,0,ITM0002449
TXN002122,CUST00260,STR019,2022-03-11,290.14,Mobile App,0,0,ITM0002450
TXN002123,CUST00261,STR017,2023-12-11,494.34,In-Store,1,13.31,ITM0002451
TXN002124,CUST00261,STR025,2024-01-17,501.64,In-Store,0,18.92,ITM0002452
TXN002125,CUST00261,STR013,2024-12-19,58.72,In-Store,0,1.77,ITM0002453
TXN002126,CUST00261,STR030,2024-12-21,366.29,In-Store,0,5.2,ITM0002454
TXN002127,CUST00261,STR018,2023-04-03,474.29,Mobile App,0,5.69,ITM0002455
TXN002128,CUST00261,STR014,2022-01-24,392.48,In-Store,0,15.45,ITM0002456
TXN002129,CUST00261,STR008,2022-12-02,434.59,In-Store,0,7.26,ITM0002457
TXN002130,CUST00261,STR015,2024-02-08,334.64,Online,0,10.34,ITM0002458
TXN002131,CUST00261,STR016,2023-12-13,562.84,Online,0,19.92,ITM0002459
TXN002132,CUST00261,STR009,2024-04-15,60.72,In-Store,0,1.7,ITM0002460
TXN002132,CUST00261,STR009,2024-04-15,60.72,In-Store,0,1.7,ITM0002460
TXN002133,CUST00261,STR001,2022-06-05,482.74,Online,0,9.78,ITM0002461
TXN002134,CUST00261,STR016,2024-05-21,438.82 CAD,Online,0,13.09,ITM0002462
TXN002135,CUST00261,STR018,2023-12-26,346.59,In-Store,0,6.9,ITM0002463
TXN002136,CUST00261,STR029,2024-12-01,297.68,In-Store,0,11.77,ITM0002464
TXN002137,CUST00262,STR019,2022-04-10,282.41,In-Store,0,0,ITM0002465
TXN002138,CUST00262,STR025,2022-01-29,343.53,In-Store,0,0,ITM0002466
TXN002139,CUST00262,STR015,2023-10-09,253.15,Online,0,0,ITM0002467
TXN002140,CUST00262,STR019,2022-02-22,51.38 CAD,Online,1,0,ITM0002468
TXN002141,CUST00262,STR017,2022-03-13,194.03,In-Store,0,0,ITM0002469
TXN002141,CUST00262,STR017,2022-03-13,194.03,In-Store,0,0,ITM0002470
TXN002142,CUST00262,STR025,2024-03-14,190.39,Online,0,0,ITM0002471
TXN002143,CUST00262,STR028,2024-10-13,131.15,In-Store,0,0,ITM0002472
TXN002144,CUST00262,STR009,2022-03-08,232.93,In-Store,0,0,ITM0002473
TXN002145,CUST00262,STR019,2024-12-23,144.23,In-Store,0,0,ITM0002474
TXN002146,CUST00262,STR007,2023-03-25,78.79,Mobile App,0,0,ITM0002475
TXN002147,CUST00262,STR018,2022-09-15,374.69,Online,0,0,ITM0002476
TXN002148,CUST00263,STR004,2024-01-05,261.35,In-Store,0,0,ITM0002477
TXN002149,CUST00263,STR012,2022-03-27,98.62,Online,0,0,ITM0002478
TXN002150,CUST00263,STR006,2022-01-30,241.68,Online,0,0,ITM0002479
TXN002151,CUST00263,STR015,2023-01-07,142.57,Online,0,0,ITM0002480
TXN002152,CUST00263,STR008,2022-03-16,298.26,Online,0,0,ITM0002481
TXN002152,CUST00263,STR008,2022-03-16,298.26,Online,0,0,ITM0002482
TXN002152,CUST00263,STR008,2022-03-16,298.26,Online,0,0,ITM0002483
TXN002153,CUST00264,STR015,2024-07-05,74.35,In-Store,0,0,ITM0002484
TXN002154,CUST00264,STR027,2024-03-04,86.51,Online,0,0,ITM0002485
TXN002155,CUST00264,STR027,2023-10-18,91.7,In-Store,0,0,ITM0002486
TXN002156,CUST00265,STR019,2022-02-04,267.87,Online,1,0,ITM0002487
TXN002157,CUST00265,STR010,2023-03-23,225.16,In-Store,0,0,ITM0002488
TXN002158,CUST00265,STR004,2023-02-03,33.01,In-Store,0,0,ITM0002489
TXN002158,CUST00265,STR004,2023-02-03,33.01,In-Store,0,0,ITM0002490
TXN002159,CUST00265,STR019,2022-11-26,283.97,Online,0,0,ITM0002491
TXN002159,CUST00265,STR019,2022-11-26,283.97,Online,0,0,ITM0002492
TXN002160,CUST00265,STR006,2024-07-05,289.62,In-Store,0,0,ITM0002493
TXN002161,CUST00265,STR001,2024-11-10,87.57,In-Store,0,0,ITM0002494
TXN002162,CUST00265,STR018,2023-09-25,234.72,In-Store,0,0,ITM0002495
TXN002163,CUST00266,STR011,2023-12-22,293.13,In-Store,0,10.34,ITM0002496
TXN002164,CUST00266,STR028,2022-11-28,505.58,In-Store,0,13.1,ITM0002497
TXN002165,CUST00266,STR002,2024-06-28,307.09,In-Store,0,11.44,ITM0002498
TXN002165,CUST00266,STR002,2024-06-28,307.09,In-Store,0,11.44,ITM0002499
TXN002165,CUST00266,STR002,2024-06-28,307.09,In-Store,0,11.44,ITM0002500
TXN002166,CUST00266,STR014,2023-05-03,47.89,In-Store,0,1.24,ITM0002501
TXN002167,CUST00266,STR009,2022-08-15,432.48,Online,0,16.38,ITM0002502
TXN002168,CUST00266,STR015,2024-02-14,497.9,In-Store,0,9.19,ITM0002503
TXN002169,CUST00266,STR012,04-28-2024,197.85,In-Store,0,3.86,ITM0002504
TXN002170,CUST00266,STR015,2024-07-15,148.4,Online,1,2.81,ITM0002505
TXN002171,CUST00266,STR011,2024-11-27,639.69,In-Store,0,22.59,ITM0002506
TXN002172,CUST00266,STR012,2022-04-10,537.99,Mobile App,0,7.04,ITM0002507
TXN002173,CUST00266,STR029,08-18-2022,304,In-Store,0,10.93,ITM0002508
TXN002174,CUST00266,STR024,2022-06-02,300.97,In-Store,1,8.87,ITM0002509
TXN002175,CUST00266,STR028,2022-05-04,498.05,Mobile App,0,14.07,ITM0002510
TXN002176,CUST00266,STR003,2023-02-19,167.81,Mobile App,0,3.86,ITM0002511
TXN002177,CUST00266,STR014,2023-12-10,350.58,In-Store,0,6.65,ITM0002512
TXN002178,CUST00266,STR028,2023-12-06,459.77,In-Store,0,6.68,ITM0002513
TXN002178,CUST00266,STR028,2023-12-06,459.77,In-Store,0,6.68,ITM0002513
TXN002179,CUST00266,STR005,2023-09-08,580.3,In-Store,0,6.74,ITM0002514
TXN002180,CUST00266,STR011,2022-06-07,577.19,Online,0,22.02,ITM0002515
TXN002181,CUST00267,STR018,2022-10-01,109.57,In-Store,0,0,ITM0002516
TXN002181,CUST00267,STR018,2022-10-01,109.57,In-Store,0,0,ITM0002517
TXN002181,CUST00267,STR018,2022-10-01,109.57,In-Store,0,0,ITM0002518
TXN002182,CUST00267,STR009,2023-02-19,203.96,Mobile App,0,0,ITM0002519
TXN002183,CUST00267,STR013,2022-10-25,124.04,In-Store,0,0,ITM0002520
TXN002184,CUST00267,STR023,03-09-2024,196.63,Mobile App,0,0,ITM0002521
TXN002185,CUST00267,STR015,2024-02-13,151.3,Mobile App,0,0,ITM0002522
TXN002186,CUST00267,STR006,2024-05-05,184.98,Mobile App,1,0,ITM0002523
TXN002187,CUST00267,STR022,2024-08-19,20.78,Online,0,0,ITM0002524
TXN002188,CUST00268,STR015,2024-08-19,235.1,Online,0,0,ITM0002525
TXN002189,CUST00268,STR019,2024-04-26,222.48,Mobile App,0,0,ITM0002526
TXN002190,CUST00268,STR005,09-09-2022,323.7,In-Store,0,0,ITM0002527
TXN002190,CUST00268,STR005,2022-09-09,323.7,In-Store,0,0,ITM0002527
TXN002191,CUST00268,STR026,2023-07-29,58.85,Online,0,0,ITM0002528
TXN002192,CUST00268,STR025,2023-04-02,77.31,Online,0,0,ITM0002529
TXN002192,CUST00268,STR025,2023-04-02,77.31,Online,0,0,ITM0002530
TXN002193,CUST00268,STR008,2024-03-13,94.54,Online,0,0,ITM0002531
TXN002194,CUST00268,STR012,2022-07-14,366.79,In-Store,0,0,ITM0002532
TXN002195,CUST00269,STR029,2022-12-03,144.36,In-Store,0,0,ITM0002533
TXN002196,CUST00269,STR025,2023-05-05,57.08,In-Store,0,0,ITM0002534
TXN002197,CUST00269,STR001,2023-12-12,175.88,In-Store,0,0,ITM0002535
TXN002198,CUST00269,STR016,2024-10-31,81.5,In-Store,0,0,ITM0002536
TXN002199,CUST00270,STR027,2022-01-19,312.53,Online,1,6.5,ITM0002537
TXN002200,CUST00270,STR019,2022-07-25,523.86,Online,0,6.69,ITM0002538
TXN002201,CUST00270,STR002,2022-10-30,524.19,In-Store,0,13.73,ITM0002539
TXN002202,CUST00270,STR007,2023-10-05,625.85,In-Store,0,19.12,ITM0002540
TXN002203,CUST00270,STR006,2024-12-08,615.33,In-Store,0,21.86,ITM0002541
TXN002204,CUST00270,STR030,2024-12-08,280.99,Mobile App,0,4.57,ITM0002542
TXN002205,CUST00270,STR004,2022-12-08,276.34,In-Store,0,10.78,ITM0002543
TXN002206,CUST00270,STR007,2022-11-08,48.71,Online,0,1.38,ITM0002544
TXN002207,CUST00270,STR029,2024-11-21,213.23,Online,0,2.65,ITM0002545
TXN002208,CUST00270,STR009,07-04-2022,649.23,Mobile App,0,23.21,ITM0002546
TXN002209,CUST00270,STR023,2022-11-23,475.13,In-Store,0,15.71,ITM0002547
TXN002210,CUST00270,STR027,2022-12-23,207.21,In-Store,0,6.74,ITM0002548
TXN002211,CUST00270,STR030,2024-12-28,316.77,Mobile App,1,4.61,ITM0002549
TXN002211,CUST00270,STR030,2024-12-28,316.77,Mobile App,1,4.61,ITM0002550
TXN002212,CUST00270,STR017,2022-11-20,351.98,In-Store,0,11.24,ITM0002551
TXN002213,CUST00270,STR026,2024-04-29,491.26,In-Store,0,18.04,ITM0002552
TXN002214,CUST00270,STR004,2023-08-30,50.73,In-Store,0,1.02,ITM0002553
TXN002215,CUST00270,STR030,2024-11-12,420.8,Online,0,14.57,ITM0002554
TXN002216,CUST00270,STR014,2023-10-02,628.29,In-Store,0,16.54,ITM0002555
TXN002217,CUST00271,STR027,2024-08-21,174.72,In-Store,0,3.58,ITM0002556
TXN002218,CUST00271,STR029,2022-12-30,,In-Store,0,3.28,ITM0002557
TXN002219,CUST00271,STR001,2023-06-29,556.75,In-Store,0,16.29,ITM0002558
TXN002220,CUST00271,STR020,2022-02-01,,In-Store,0,8.68,ITM0002559
TXN002221,CUST00271,STR024,2022-02-22,429.6,In-Store,0,10.02,ITM0002560
TXN002222,CUST00271,STR008,2023-06-02,182.73,Online,0,4.57,ITM0002561
TXN002223,CUST00271,STR011,2022-06-15,390.7,In-Store,0,4.68,ITM0002562
TXN002224,CUST00271,STR006,2022-12-06,502.65,In-Store,0,7.74,ITM0002563
TXN002225,CUST00271,STR002,2022-05-28,438.68,In-Store,0,13.34,ITM0002564
TXN002225,CUST00271,STR002,2022-05-28,438.68,In-Store,0,13.34,ITM0002565
TXN002226,CUST00271,STR004,2023-12-15,374,Mobile App,0,10.55,ITM0002566
TXN002227,CUST00272,STR025,2023-11-16,559.13,In-Store,0,22.14,ITM0002567
TXN002228,CUST00272,STR003,2022-10-06,600,In-Store,0,10.29,ITM0002568
TXN002229,CUST00272,STR006,2023-05-21,459.68,In-Store,0,6.92,ITM0002569
TXN002229,CUST00272,STR006,2023-05-21,459.68,In-Store,0,6.92,ITM0002570
TXN002230,CUST00272,STR026,2023-05-29,536.59,Mobile App,0,13.51,ITM0002571
TXN002231,CUST00272,STR030,2023-07-31,502.8,Mobile App,1,17.7,ITM0002572
TXN002232,CUST00272,STR007,2024-09-13,256.42,Online,0,3.75,ITM0002573
TXN002233,CUST00272,STR008,12-31-2023,51.69,Mobile App,0,1.51,ITM0002574
TXN002234,CUST00273,STR021,2023-08-12,233.73,In-Store,0,0,ITM0002575
TXN002235,CUST00273,STR026,2022-04-06,218.25,In-Store,1,0,ITM0002576
TXN002235,CUST00273,STR026,2022-04-06,218.25,In-Store,1,0,ITM0002576
TXN002236,CUST00273,STR017,2023-07-12,376.51,Mobile App,0,0,ITM0002577
TXN002236,CUST00273,STR017,2023-07-12,376.51,Mobile App,0,0,ITM0002577
TXN002237,CUST00273,STR027,2023-11-17,244.21,In-Store,0,0,ITM0002578
TXN002237,CUST00273,STR027,2023-11-17,244.21,In-Store,0,0,ITM0002579
TXN002238,CUST00274,STR020,2024-08-13,103.91 CAD,In-Store,0,1.84,ITM0002580
TXN002239,CUST00274,STR016,2023-04-20,462.01,In-Store,0,16.46,ITM0002581
TXN002239,CUST00274,STR016,2023-04-20,462.01,In-Store,0,16.46,ITM0002582
TXN002240,CUST00274,STR017,2024-12-06,257.49,Online,0,4.71,ITM0002583
TXN002241,CUST00274,STR016,2024-12-21,451.27,Online,0,15.08,ITM0002584
TXN002242,CUST00274,STR015,02-14-2024,616.83,In-Store,0,19.67,ITM0002585
TXN002242,CUST00274,STR015,2024-02-14,,In-Store,0,19.67,ITM0002585
TXN002243,CUST00274,STR009,2023-08-22,524.91,In-Store,0,6.91,ITM0002586
TXN002244,CUST00274,STR005,2024-12-03,345.65,In-Store,0,11.65,ITM0002587
TXN002245,CUST00274,STR004,2022-12-05,511.97,In-Store,0,14.45,ITM0002588
TXN002246,CUST00275,STR005,2022-12-03,309.11,Online,0,8.29,ITM0002589
TXN002247,CUST00275,STR013,2024-11-26,300.69,In-Store,0,5.85,ITM0002590
TXN002248,CUST00275,STR008,2022-09-25,377.62,In-Store,0,13.82,ITM0002591
TXN002249,CUST00275,STR017,2022-06-10,576.3,In-Store,0,5.96,ITM0002592
TXN002250,CUST00275,STR029,2023-11-28,491.7,Online,0,14.56,ITM0002593
TXN002250,CUST00275,STR029,2023-11-28,491.7,Online,0,14.56,ITM0002594
TXN002251,CUST00275,STR010,2024-12-19,576.6,Online,0,7.22,ITM0002595
TXN002252,CUST00275,STR011,2023-05-16,225.79,In-Store,0,6.81,ITM0002596
TXN002253,CUST00275,STR025,2023-04-06,62.53,Online,0,1.71,ITM0002597
TXN002253,CUST00275,STR025,2023-04-06,62.53,Online,0,1.71,ITM0002598
TXN002254,CUST00275,STR010,2023-03-04,81.39,In-Store,0,3.2,ITM0002599
TXN002255,CUST00275,STR008,2022-12-11,616.94,Online,0,23.37,ITM0002600
TXN002256,CUST00275,STR011,2022-07-25,193,In-Store,0,4.25,ITM0002601
TXN002257,CUST00275,STR024,2022-04-09,356.52,In-Store,0,11.11,ITM0002602
TXN002258,CUST00275,STR020,2023-05-24,231.4,Online,0,2.53,ITM0002603
TXN002259,CUST00275,STR017,2022-06-15,587.68,Online,0,17.54,ITM0002604
TXN002260,CUST00275,STR030,2022-03-11,298.85,Online,0,5.86,ITM0002605
TXN002261,CUST00275,STR003,2023-12-05,228,In-Store,0,8.16,ITM0002606
TXN002262,CUST00276,STR005,2023-03-06,596.88,In-Store,0,18.4,ITM0002607
TXN002263,CUST00276,STR025,2022-03-10,127.58,Online,0,4.53,ITM0002608
TXN002264,CUST00276,STR009,2023-06-06,435.6,Online,0,5.19,ITM0002609
TXN002264,CUST00276,STR009,2023-06-06,435.6,Online,0,5.19,ITM0002610
TXN002264,CUST00276,STR009,2023-06-06,435.6,Online,0,5.19,ITM0002611
TXN002265,CUST00276,STR023,2024-12-08,100.95,In-Store,1,3.37,ITM0002612
TXN002266,CUST00276,STR026,2024-12-04,77.64,In-Store,0,1.75,ITM0002613
TXN002267,CUST00276,STR013,05-07-2022,264.73,Mobile App,0,9.17,ITM0002614
TXN002268,CUST00276,STR009,03-22-2023,549.11,In-Store,0,7.06,ITM0002615
TXN002269,CUST00276,STR015,2022-12-07,62.09 CAD,In-Store,0,1.07,ITM0002616
TXN002270,CUST00276,STR002,2023-12-09,631.08,In-Store,1,15.52,ITM0002617
TXN002271,CUST00276,STR024,2023-02-25,138.41,Online,0,2.76,ITM0002618
TXN002272,CUST00276,STR019,12-07-2022,197.76,Online,0,6.37,ITM0002619
TXN002273,CUST00276,STR026,2022-06-02,268.65,Mobile App,0,6.56,ITM0002620
TXN002274,CUST00277,STR011,2024-04-21,542.65,Mobile App,0,20.72,ITM0002621
TXN002275,CUST00277,STR018,2024-11-07,321.48,Online,1,12.55,ITM0002622
TXN002276,CUST00277,STR003,05-14-2023,335.43,Mobile App,0,6.6,ITM0002623
TXN002277,CUST00277,STR002,2022-10-20,475.51,Online,0,11.82,ITM0002624
TXN002278,CUST00277,STR013,2022-09-04,,In-Store,0,3.86,ITM0002625
TXN002279,CUST00277,STR030,2023-04-05,196.88,In-Store,0,6.65,ITM0002626
TXN002280,CUST00277,STR004,2022-04-06,162.6,In-Store,0,4.04,ITM0002627
TXN002280,CUST00277,STR004,2022-04-06,162.6,In-Store,0,4.04,ITM0002627
TXN002281,CUST00277,STR005,2022-12-18,107.4,Mobile App,0,3.35,ITM0002628
TXN002282,CUST00278,STR011,2023-12-03,492.19,In-Store,0,16.16,ITM0002629
TXN002283,CUST00278,STR019,2023-01-01,319.7,Online,0,9.79,ITM0002630
TXN002284,CUST00278,STR016,2023-03-08,423.74,Mobile App,0,9.29,ITM0002631
TXN002284,CUST00278,STR016,2023-03-08,423.74,Mobile App,0,9.29,ITM0002632
TXN002285,CUST00278,STR005,2022-12-10,307.43,Online,0,11.84,ITM0002633
TXN002286,CUST00278,STR019,2024-03-22,644.7,In-Store,0,25.7,ITM0002634
TXN002287,CUST00278,STR014,2023-07-13,116.93,In-Store,0,4,ITM0002635
TXN002288,CUST00278,STR014,2024-11-22,456.05,Online,0,16.98,ITM0002636
TXN002289,CUST00278,STR002,2023-10-18,468.79,Online,0,17.49,ITM0002637
TXN002290,CUST00278,STR028,2023-05-02,467.96,Mobile App,0,16.83,ITM0002638
TXN002291,CUST00278,STR027,2022-11-13,449.93,Online,0,10.43,ITM0002639
TXN002292,CUST00278,STR001,2024-04-11,214.76,In-Store,0,3.3,ITM0002640
TXN002293,CUST00278,STR023,2022-11-18,437.68,Mobile App,1,8.02,ITM0002641
TXN002294,CUST00278,STR030,2022-12-22,494.7 CAD,In-Store,0,5.13,ITM0002642
TXN002295,CUST00278,STR015,2024-11-22,621.68,In-Store,0,13.27,ITM0002643
TXN002296,CUST00278,STR030,2024-06-27,501.9,Online,0,10.39,ITM0002644
